"remote_allowed","normalized_salary","title_idx_num","state_idx_num","formatted_work_type_idx_num","formatted_experience_level_idx_num"
"1.0","208000.0","0.0","0.0","1.0","0.0"
"0.0","71032.00000000001","0.0","14.0","0.0","2.0"
"0.0","137550.0","43.0","47.0","0.0","3.0"
"0.0","142500.0","591.0","14.0","0.0","0.0"
"0.0","100000.0","0.0","19.0","0.0","0.0"
"0.0","105876.0","0.0","37.0","0.0","0.0"
"0.0","125000.0","64.0","4.0","0.0","3.0"
"0.0","46800.0","25.0","22.0","0.0","0.0"
"1.0","70720.0","1583.0","0.0","1.0","0.0"
"0.0","39384.8","0.0","1.0","0.0","1.0"
"0.0","54080.0","4.0","7.0","1.0","3.0"
"1.0","115000.0","497.0","75.0","0.0","2.0"
"0.0","45760.0","0.0","28.0","0.0","2.0"
"0.0","47500.0","214.0","13.0","0.0","2.0"
"0.0","110240.0","5.0","1.0","1.0","0.0"
"0.0","43680.0","1573.0","5.0","0.0","2.0"
"0.0","64000.0","0.0","0.0","0.0","3.0"
"0.0","235000.0","1026.0","0.0","0.0","2.0"
"0.0","95000.0","0.0","7.0","0.0","2.0"
"0.0","40000.0","0.0","0.0","0.0","1.0"
"0.0","78000.0","0.0","33.0","0.0","0.0"
"1.0","210000.0","0.0","0.0","0.0","0.0"
"0.0","51000.0","90.0","4.0","0.0","1.0"
"0.0","52500.0","0.0","10.0","0.0","1.0"
"0.0","145000.0","795.0","1.0","0.0","0.0"
"1.0","52000.0","131.0","0.0","0.0","3.0"
"0.0","35568.0","0.0","3.0","0.0","1.0"
"0.0","56160.0","0.0","12.0","0.0","2.0"
"1.0","176800.0","671.0","0.0","1.0","0.0"
"0.0","45760.0","0.0","9.0","0.0","1.0"
"0.0","117500.0","0.0","1.0","0.0","2.0"
"1.0","150000.0","0.0","0.0","0.0","2.0"
"0.0","86840.0","0.0","36.0","0.0","1.0"
"1.0","75000.0","127.0","0.0","0.0","0.0"
"1.0","94000.0","0.0","16.0","0.0","2.0"
"1.0","205000.0","0.0","0.0","0.0","4.0"
"0.0","41600.0","0.0","10.0","4.0","2.0"
"1.0","112500.0","0.0","0.0","0.0","0.0"
"0.0","76100.0","0.0","18.0","0.0","0.0"
"0.0","31210.4","0.0","15.0","0.0","1.0"
"0.0","62400.0","903.0","21.0","0.0","1.0"
"0.0","47756.8","0.0","1.0","0.0","1.0"
"1.0","55120.0","0.0","0.0","1.0","3.0"
"0.0","118655.0","0.0","3.0","0.0","2.0"
"0.0","212500.0","0.0","15.0","0.0","0.0"
"0.0","49920.0","186.0","14.0","0.0","0.0"
"0.0","66000.0","28.0","2.0","0.0","1.0"
"0.0","52000.0","0.0","6.0","1.0","1.0"
"0.0","22880.0","1753.0","19.0","2.0","1.0"
"0.0","37440.0","369.0","7.0","0.0","1.0"
"0.0","30368.0","13.0","15.0","0.0","1.0"
"0.0","124800.0","0.0","16.0","1.0","0.0"
"0.0","38480.0","0.0","2.0","0.0","1.0"
"1.0","77230.5","0.0","1.0","0.0","2.0"
"0.0","38480.0","0.0","6.0","0.0","1.0"
"0.0","176800.0","0.0","16.0","0.0","0.0"
"0.0","72000.0","0.0","8.0","0.0","3.0"
"0.0","85000.0","5.0","16.0","0.0","0.0"
"0.0","118903.2","0.0","14.0","0.0","0.0"
"0.0","122500.0","2265.0","7.0","0.0","0.0"
"0.0","78000.0","474.0","18.0","0.0","1.0"
"0.0","216150.0","0.0","14.0","0.0","4.0"
"0.0","52000.0","0.0","30.0","0.0","2.0"
